Unique_id,climate,block,treatment,field_name,species_name,individual,functional_group,wet_weight_g,wet_weight_mg,dry_weight_g,dry_weight_mg,leaf_num,Area_leaf_1,Area_leaf_2,Area_Leaf_total_mm2,Average_Leaf_Area,image,Scan,Processor,Include_2017_90_analysis?,Notes,need_to_process_scans,Notes
Mesic.Cattle Exclosure.cinquefoil.6,Mesic,2,Cattle Exclosure,cinquefoil,Ranunculus californicus,6,forb,0.2,200,0.068,68,1,786.036,NA,NA,NA,Scan 105,#N/A,Astrid,,,,Erodium cicutarium
Mesic.Cattle Exclosure.cinquefoil.7,Mesic,2,Cattle Exclosure,cinquefoil,Ranunculus californicus,7,forb,0.12,120,0.041,41,1,573.7,NA,NA,NA,Scan 105,#N/A,Astrid,,,,Erodium cicutarium
Mesic.Cattle Exclosure.cinquefoil.8,Mesic,2,Cattle Exclosure,cinquefoil,Ranunculus californicus,8,forb,0.28,280,0.073,73,2,798.836,482.184,1281.02,640.51,,#N/A,Astrid,,,,Erodium cicutarium
Mesic.Cattle Exclosure.cinquefoil.9,Mesic,2,Cattle Exclosure,cinquefoil,Ranunculus californicus,9,forb,0.23,230,0.071,71,1,1192.019,NA,NA,NA,Scan 106,#N/A,Astrid,,,,Erodium cicutarium
Mesic.Cattle Exclosure.cinquefoil.10,Mesic,2,Cattle Exclosure,cinquefoil,Ranunculus californicus,10,forb,0.22,220,0.064,64,1,1205.846,NA,NA,NA,Scan 107,#N/A,Astrid,,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.1,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,1,shrub,0.17,170,0.048,48,,NA,NA,NA,NA,Scan 127,#N/A,tbd,Yes,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.2,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,2,shrub,0.3,300,0.089,89,2,478.853,458.281,937.134,468.567,,Scan 128.jpeg,Astrid,Yes,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.3,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,3,shrub,0.19,190,0.072,72,2,406.069,214.323,620.392,310.196,,Scan 128.jpeg,Astrid,Yes,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.4,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,4,shrub,0.23,230,0.084,84,2,388.182,467.018,855.2,427.6,,Scan 128.jpeg,Astrid,Yes,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.5,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,5,shrub,0.22,220,0.088,88,2,339.982,377.253,717.235,358.6175,,Scan 128.jpeg,Astrid,Yes,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.6,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,6,shrub,0.21,210,0.068,68,2,355.371,552.633,908.004,454.002,,Scan 128.jpeg,Astrid,Yes,,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.7,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,7,shrub,0.11,110,0.053,53,,189.429,155.655,345.084,NA,,Scan 128.jpeg,Astrid,Yes,Probably NA?  No envelope or scan,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.8,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,8,shrub,0.23,230,0.087,87,,304.804,416.25,721.054,NA,,Scan 129.jpeg,Astrid,Yes,Probably NA?  No envelope or scan,,Erodium cicutarium
Mesic.Cattle Exclosure.gooseberry.9,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,9,shrub,0.18,180,0.064,64,,376.958,387.521,764.479,NA,,Scan 129.jpeg,Astrid,Yes,Probably NA?  No envelope or scan,,
Mesic.Cattle Exclosure.gooseberry.10,Mesic,2,Cattle Exclosure,gooseberry,Ribes sp.,10,shrub,0.18,180,0.072,72,2,199.122,318.1,517.222,258.611,,Scan 129.jpeg,Astrid,Yes,,,
Mesic.Cattle Exclosure.snowberry.1,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,1,forb,0.09,90,0.03,30,2,132.278,131.859,264.137,132.0685,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.2,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,2,forb,0.07,70,0.028,28,2,64.378,68.694,133.072,66.536,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.3,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,3,forb,0.08,80,0.029,29,2,59.703,60.842,120.545,60.2725,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.4,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,4,forb,0.08,80,0.026,26,2,58.723,59.219,117.942,58.971,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.5,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,5,forb,0.13,130,0.043,43,2,96.372,104.834,201.206,100.603,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.6,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,6,forb,0.06,60,0.019,19,2,29.727,86.482,116.209,58.1045,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.7,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,7,forb,0.07,70,0.019,19,2,83.729,80.721,164.45,82.225,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.8,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,8,forb,0.11,110,0.038,38,2,102.184,99.824,202.008,101.004,,#N/A,Erin,Yes,,,
Mesic.Cattle Exclosure.snowberry.9,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,9,forb,0.05,50,0.021,21,2,130.154,143.122,273.276,136.638,,Scan 103.jpeg,Astrid,Yes,,,
Mesic.Cattle Exclosure.snowberry.10,Mesic,2,Cattle Exclosure,snowberry,Symphoricarpos mollis,10,forb,0.06,60,0.023,23,2,153.134,164.887,318.021,159.0105,,Scan 103.jpeg,Astrid,Yes,,,
Arid.Full Exclosure.M.2,Arid,3,Full Exclosure,M,Erodium sp.,2,forb,0.5292,529.2,NA,NA,2,NA,NA,NA,NA,CCF16042017_84,CCF16042017_84.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.3,Arid,3,Full Exclosure,M,Erodium sp.,3,forb,0.1469,146.9,0.034,34,2,NA,NA,NA,NA,CCF16042017_85,CCF16042017_85.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.4,Arid,3,Full Exclosure,M,Erodium sp.,4,forb,0.1087,108.7,0.022,22,2,NA,NA,NA,NA,CCF16042017_85,CCF16042017_85.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.5,Arid,3,Full Exclosure,M,Erodium sp.,5,forb,0.4662,466.2,0.104,104,2,NA,NA,NA,NA,CCF16042017_85,CCF16042017_85.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.6,Arid,3,Full Exclosure,M,Erodium sp.,6,forb,0.2078,207.8,0.048,48,2,NA,NA,NA,NA,CCF16042017_86,CCF16042017_86.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.7,Arid,3,Full Exclosure,M,Erodium sp.,7,forb,0.2932,293.2,0.068,68,2,NA,NA,NA,NA,CCF16042017_86,CCF16042017_86.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.8,Arid,3,Full Exclosure,M,Erodium sp.,8,forb,0.0993,99.3,0.027,27,2,NA,NA,NA,NA,CCF16042017_86,CCF16042017_86.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.9,Arid,3,Full Exclosure,M,Erodium sp.,9,forb,0.1704,170.4,0.041,41,2,NA,NA,NA,NA,CCF16042017_86,CCF16042017_86.pdf,tbd,,scan needs editing,,Erodium brachycarpum
Arid.Full Exclosure.M.10,Arid,3,Full Exclosure,M,Erodium sp.,10,forb,0.1076,107.6,0.027,27,2,275.431,141.052,416.483,208.2415,,CCF16042017_87.pdf,Astrid,,,,Erodium brachycarpum
Semi-arid.Cattle Exclosure.miner's lettuce.1,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,1,forb,0.22,220,0.018,18,1,475.493,NA,NA,NA,Image (22),#N/A,,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.2,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,2,forb,0.15,150,0.012,12,1,344.276,NA,NA,NA,Image (22),#N/A,,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.3,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,3,forb,0.43,430,0.034,34,1,728.911,NA,NA,NA,Image (22),#N/A,,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.4,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,4,forb,0.45,450,0.033,33,1,1230.311,NA,NA,NA,Image (22),#N/A,,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.5,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,5,forb,0.46,460,0.021,21,1,1153.048,NA,NA,NA,Image (22),#N/A,,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.6,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,6,forb,0.21,210,0.018,18,1,499.757,NA,NA,NA,Image (22),#N/A,,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.7,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,7,forb,0.18,180,0.009,9,1,409.962,NA,NA,NA,Scan 39,#N/A,Astrid,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.8,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,8,forb,0.23,230,0.016,16,1,388.366,NA,NA,NA,Scan 39,#N/A,Astrid,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.9,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,9,forb,0.14,140,0.008,8,1,303.669,NA,NA,NA,Scan 39,#N/A,Astrid,,,Y,
Semi-arid.Cattle Exclosure.miner's lettuce.10,Semi-arid,2,Cattle Exclosure,miner's lettuce,Claytonia perfoliata,10,forb,0.2,200,0.014,14,1,425.749,NA,NA,NA,Scan 39,#N/A,Astrid,,,Y,
Semi-arid.Control.miner's lettuce.1,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,1,forb,0.16,160,0.014,14,1,48.038,NA,NA,NA,Scan 64 7,#N/A,Erin,,,Y,
Semi-arid.Control.miner's lettuce.2,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,2,forb,0.16,160,0.016,16,2,53.216,NA,NA,NA,Scan 64 7,#N/A,Erin,,,Y,
Semi-arid.Control.miner's lettuce.3,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,3,forb,0.26,260,0.021,21,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.4,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,4,forb,0.16,160,0.014,14,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.5,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,5,forb,0.09,90,0.012,12,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.6,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,6,forb,0.18,180,0.016,16,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.7,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,7,forb,NA,NA,0.017,17,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.8,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,8,forb,0.06,60,0.01,10,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.9,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,9,forb,0.16,160,0.014,14,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.miner's lettuce.10,Semi-arid,2,Control,miner's lettuce,Claytonia perfoliata,10,forb,0.09,90,0.012,12,1,NA,NA,NA,NA,,#N/A,,,,,
Semi-arid.Control.morning glory.1,Semi-arid,2,Control,morning glory,,1,forb,0.2,200,0.045,45,2,208.743,205.431,414.174,207.087,,#N/A,Erin,,,,
Mesic.Control.K.1,Mesic,2,Control,K,Acmispon wrangelianus,1,forb,0.08,80,0.02,20,2,71.373,83.962,155.335,77.6675,,#N/A,Erin,,,,
Mesic.Control.K.2,Mesic,2,Control,K,Acmispon wrangelianus,2,forb,0.05,50,0.011,11,2,46.822,41.127,87.949,43.9745,,#N/A,Erin,,,,
Mesic.Control.K.3,Mesic,2,Control,K,Acmispon wrangelianus,3,forb,0.05,50,0.017,17,2,60.236,61.294,121.53,60.765,,#N/A,Erin,,,,
Mesic.Control.K.4,Mesic,2,Control,K,Acmispon wrangelianus,4,forb,0.07,70,0.017,17,2,68.392,67.109,135.501,67.7505,,#N/A,Erin,,,,
Mesic.Control.K.5,Mesic,2,Control,K,Acmispon wrangelianus,5,forb,0.1,100,0.018,18,2,61.795,59.206,121.001,60.5005,,#N/A,Erin,,,,
Mesic.Control.K.6,Mesic,2,Control,K,Acmispon wrangelianus,6,forb,0.07,70,0.015,15,2,57.262,54.749,112.011,56.0055,,#N/A,Erin,,,,
Mesic.Control.K.7,Mesic,2,Control,K,Acmispon wrangelianus,7,forb,0.06,60,0.017,17,2,64.372,65.998,130.37,65.185,,#N/A,Erin,,,,
Mesic.Control.K.8,Mesic,2,Control,K,Acmispon wrangelianus,8,forb,0.06,60,0.013,13,2,67.324,58.921,126.245,63.1225,,#N/A,Erin,,,,
Mesic.Control.K.9,Mesic,2,Control,K,Acmispon wrangelianus,9,forb,0.06,60,0.019,19,,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.K.10,Mesic,2,Control,K,Acmispon wrangelianus,10,forb,0.05,50,0.013,13,2,51.784,52.864,104.648,52.324,,#N/A,Erin,,,,
Mesic.Control.cheatgrass.1,Mesic,2,Control,cheatgrass,Bromus tectorum ,1,grass,0.02,20,0.011,11,,550,NA,550,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.2,Mesic,2,Control,cheatgrass,Bromus tectorum ,2,grass,0.025,25,0.01,10,1,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.3,Mesic,2,Control,cheatgrass,Bromus tectorum ,3,grass,0.079,79,0.022,22,,278.4810127,NA,278.4810127,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.4,Mesic,2,Control,cheatgrass,Bromus tectorum ,4,grass,0.034,34,0.008,8,,235.2941176,NA,235.2941176,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.5,Mesic,2,Control,cheatgrass,Bromus tectorum ,5,grass,0.04,40,0.012,12,,300,NA,300,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.6,Mesic,2,Control,cheatgrass,Bromus tectorum ,6,grass,0.028,28,0.02,20,,714.2857143,NA,714.2857143,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.7,Mesic,2,Control,cheatgrass,Bromus tectorum ,7,grass,0.021,21,0.011,11,1,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.cheatgrass.8,Mesic,2,Control,cheatgrass,Bromus tectorum ,8,grass,0.06,60,0.023,23,,NA,NA,NA,NA,Scan 146,#N/A,tbd,,,,
Mesic.Control.cheatgrass.9,Mesic,2,Control,cheatgrass,Bromus tectorum ,9,grass,0.017,17,0.011,11,1,NA,NA,NA,NA,Scan 146,#N/A,tbd,,,,
Mesic.Control.cheatgrass.10,Mesic,2,Control,cheatgrass,Bromus tectorum ,10,grass,0.041,41,0.022,22,,NA,NA,NA,NA,Scan 146,#N/A,tbd,,,,
Mesic.Control.bedstraw.1,Mesic,2,Control,bedstraw,Galium aparine,1,forb,0.012,12,0.002,2,2,48.201,64.437,112.638,56.319,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.2,Mesic,2,Control,bedstraw,Galium aparine,2,forb,0.003,3,0.001,1,2,16.312,17.521,33.833,16.9165,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.3,Mesic,2,Control,bedstraw,Galium aparine,3,forb,0.008,8,0.004,4,2,29.625,22.625,52.25,26.125,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.4,Mesic,2,Control,bedstraw,Galium aparine,4,forb,0.006,6,0.002,2,2,25.3,22.006,47.306,23.653,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.5,Mesic,2,Control,bedstraw,Galium aparine,5,forb,0.015,15,0.002,2,2,67.612,32.834,100.446,50.223,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.6,Mesic,2,Control,bedstraw,Galium aparine,6,forb,0.013,13,0.004,4,2,60.51,43.986,104.496,52.248,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.7,Mesic,2,Control,bedstraw,Galium aparine,7,forb,0.012,12,0.006,6,2,45.591,56.344,101.935,50.9675,,Scan 93.jpeg,Astrid,Yes,,,
Mesic.Control.bedstraw.8,Mesic,2,Control,bedstraw,Galium aparine,8,forb,0.012,12,0.003,3,2,18.742,15.623,34.365,17.1825,,#N/A,Erin,Yes,,,
Mesic.Control.bedstraw.9,Mesic,2,Control,bedstraw,Galium aparine,9,forb,0.009,9,0.001,1,2,12.538,14.683,27.221,13.6105,,#N/A,Erin,Yes,,,
Mesic.Control.bedstraw.10,Mesic,2,Control,bedstraw,Galium aparine,10,forb,0.01,10,0.005,5,2,19.743,20.074,39.817,19.9085,,#N/A,Erin,Yes,,,
Mesic.Control.crochet grass.1,Mesic,2,Control,crochet grass,Melica imperfecta,1,grass,0.027,27,0.022,22,2,320.228,365.209,685.437,342.7185,,#N/A,Astrid,,,,
Mesic.Control.crochet grass.2,Mesic,2,Control,crochet grass,Melica imperfecta,2,grass,0.025,25,0.018,18,2,177.936,252.71,430.646,215.323,,#N/A,Astrid,,,,
Mesic.Control.crochet grass.3,Mesic,2,Control,crochet grass,Melica imperfecta,3,grass,0.026,26,0.018,18,2,136.957,282.635,419.592,209.796,,#N/A,Astrid,,,,
Mesic.Control.crochet grass.4,Mesic,2,Control,crochet grass,Melica imperfecta,4,grass,0.023,23,0.017,17,2,176.923,163.528,340.451,170.2255,,#N/A,Erin,,,,
Mesic.Control.crochet grass.5,Mesic,2,Control,crochet grass,Melica imperfecta,5,grass,0.021,21,0.015,15,2,171.857,120.751,292.608,146.304,,#N/A,Astrid,,,,
Mesic.Control.crochet grass.6,Mesic,2,Control,crochet grass,Melica imperfecta,6,grass,0.019,19,0.009,9,2,89.523,93.748,183.271,91.6355,,#N/A,Erin,,,,
Mesic.Control.crochet grass.7,Mesic,2,Control,crochet grass,Melica imperfecta,7,grass,0.015,15,0.012,12,2,96.323,112.574,208.897,104.4485,,#N/A,Erin,,,,
Mesic.Control.crochet grass.8,Mesic,2,Control,crochet grass,Melica imperfecta,8,grass,0.028,28,0.015,15,1,147.381,NA,147.381,147.381,Scan 149,#N/A,Erin,,,,
Mesic.Control.crochet grass.9,Mesic,2,Control,crochet grass,Melica imperfecta,9,grass,0.015,15,0.009,9,,NA,NA,NA,NA,Scan 150,#N/A,Jagger,,,,
Mesic.Control.crochet grass.9,Mesic,2,Control,crochet grass,Melica imperfecta,9,grass,0.024,24,0.017,17,,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.crochet grass.10,Mesic,2,Control,crochet grass,Melica imperfecta,10,grass,0.013,13,0.011,11,,NA,NA,NA,NA,Scan 150,#N/A,Jagger,,,,
Mesic.Control.crochet grass.10,Mesic,2,Control,crochet grass,Melica imperfecta,10,grass,0.014,14,0.011,11,,NA,NA,NA,NA,Scan 150,#N/A,Jagger,,,,
Mesic.Control.crochet grass.11,Mesic,2,Control,crochet grass,Melica imperfecta,11,grass,0.016,16,0.012,12,,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.crochet grass.?,Mesic,2,Control,crochet grass,Melica imperfecta,?,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scan 150,#N/A,Jagger,,,,
Mesic.Control.popcorn flower.1,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,1,forb,0.014,14,0.002,2,2,26.444,60.28,86.724,43.362,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.2,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,2,forb,0.028,28,0.008,8,2,102.867,49.971,152.838,76.419,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.3,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,3,forb,0.036,36,0.007,7,2,110.382,111.917,222.299,111.1495,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.4,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,4,forb,0.032,32,0.007,7,2,75.123,102.011,177.134,88.567,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.5,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,5,forb,0.033,33,0.008,8,2,161.329,57.467,218.796,109.398,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.6,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,6,forb,0.038,38,0.007,7,2,196.085,68.781,264.866,132.433,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.7,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,7,forb,0.05,50,0.011,11,2,139.422,155.975,295.397,147.6985,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.8,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,8,forb,0.063,63,0.013,13,2,129.664,146.78,276.444,138.222,,#N/A,Astrid,,,,
Mesic.Control.popcorn flower.9,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,9,forb,0.014,14,0.004,4,2,NA,NA,NA,NA,Scan 111,#N/A,tbd,,,,
Mesic.Control.popcorn flower.10,Mesic,2,Control,popcorn flower,Plagiobothrys nothofulvus,10,forb,0.026,26,0.004,4,2,NA,NA,NA,NA,Scan 111,#N/A,tbd,,,,
Mesic.Control.black oak.1,Mesic,2,Control,black oak,Quercus kelloggii,1,tree,0.9,900,0.424,424,2,1784.021,1893.341,3677.362,1838.681,,#N/A,Erin,,,,
Mesic.Control.black oak.2,Mesic,2,Control,black oak,Quercus kelloggii,2,tree,1.78,1780,0.789,789,2,6452.819,5523.344,11976.163,5988.0815,,#N/A,Astrid,,,,
Mesic.Control.black oak.3,Mesic,2,Control,black oak,Quercus kelloggii,3,tree,1.98,1980,0.81,810,2,4523.813,6569.372,11093.185,5546.5925,,#N/A,Astrid,,,,
Mesic.Control.black oak.4,Mesic,2,Control,black oak,Quercus kelloggii,4,tree,1.2,1200,0.56,560,2,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.black oak.5,Mesic,2,Control,black oak,Quercus kelloggii,5,tree,1.05,1050,0.416,416,2,2656.933,2492.567,5149.5,2574.75,,#N/A,Astrid,,,,
Mesic.Control.black oak.6,Mesic,2,Control,black oak,Quercus kelloggii,6,tree,2.15,2150,0.997,997,2,5623.92,5545.929,11169.849,5584.9245,,#N/A,Astrid,,,,
Mesic.Control.black oak.7,Mesic,2,Control,black oak,Quercus kelloggii,7,tree,1.03,1030,0.474,474,2,1985.632,1924.373,3910.005,1955.0025,Scan 100,#N/A,Erin ,,Proabaly NA?  No envelope or scan,,
Mesic.Control.black oak.8,Mesic,2,Control,black oak,Quercus kelloggii,8,tree,0.83,830,0.399,399,2,NA,NA,NA,NA,,#N/A,,,Where is scan?,,
Mesic.Control.black oak.9,Mesic,2,Control,black oak,Quercus kelloggii,9,tree,1.36,1360,0.611,611,2,2206.18,6979.725,9185.905,4592.9525,Scan 101,#N/A,Astrid,,Proabaly NA?  No envelope or scan,,
Mesic.Control.black oak.10,Mesic,2,Control,black oak,Quercus kelloggii,10,tree,0.87,870,0.399,399,2,3621.294,2543.938,6165.232,3082.616,Scan 97,#N/A,Astrid,,Proabaly NA?  No envelope or scan,,
Mesic.Control.cinquefoil.1,Mesic,2,Control,cinquefoil,Ranunculus californicus,1,forb,0.46,460,0.122,122,1,1563.993,NA,1563.993,1563.993,Scan 116,#N/A,Astrid,,Proabaly NA?  No envelope or scan,,
Mesic.Control.cinquefoil.2,Mesic,2,Control,cinquefoil,Ranunculus californicus,2,forb,0.77,770,0.151,151,1,2500.863,NA,2500.863,2500.863,Scan 117,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.3,Mesic,2,Control,cinquefoil,Ranunculus californicus,3,forb,0.2,200,0.045,45,1,1014.594,NA,1014.594,1014.594,Scan 117,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.4,Mesic,2,Control,cinquefoil,Ranunculus californicus,4,forb,0.28,280,0.062,62,1,1069.823,NA,1069.823,1069.823,Scan 118,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.5,Mesic,2,Control,cinquefoil,Ranunculus californicus,5,forb,0.62,620,0.155,155,1,2326.783,NA,2326.783,2326.783,Scan 118,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.6,Mesic,2,Control,cinquefoil,Ranunculus californicus,6,forb,0.32,320,0.07,70,1,1049.436,NA,1049.436,1049.436,Scan 118,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.7,Mesic,2,Control,cinquefoil,Ranunculus californicus,7,forb,0.24,240,0.061,61,1,921.113,NA,921.113,921.113,Scan 119,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.8,Mesic,2,Control,cinquefoil,Ranunculus californicus,8,forb,0.47,470,0.097,97,1,1984.857,NA,1984.857,1984.857,Scan 119,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.9,Mesic,2,Control,cinquefoil,Ranunculus californicus,9,forb,0.25,250,0.052,52,1,86.725,NA,86.725,86.725,Scan 123,#N/A,Erin,,,,
Mesic.Control.cinquefoil.10,Mesic,2,Control,cinquefoil,Ranunculus californicus,10,forb,0.22,220,0.049,49,1,833.945,NA,833.945,833.945,Scan 120,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.11,Mesic,2,Control,cinquefoil,Ranunculus californicus,11,forb,0.38,380,0.088,88,1,1490.594,NA,1490.594,1490.594,Scan 120,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.12,Mesic,2,Control,cinquefoil,Ranunculus californicus,12,forb,0.3,300,0.067,67,1,1075.692,NA,1075.692,1075.692,Scan 122,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.13,Mesic,2,Control,cinquefoil,Ranunculus californicus,13,forb,0.2,200,0.042,42,1,677.848,NA,677.848,677.848,Scan 122,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.14,Mesic,2,Control,cinquefoil,Ranunculus californicus,14,forb,0.26,260,0.058,58,1,1060.98,NA,1060.98,1060.98,Scan 122,#N/A,Astrid,,,,
Mesic.Control.cinquefoil.15,Mesic,2,Control,cinquefoil,Ranunculus californicus,15,forb,0.29,290,0.068,68,1,90.421,NA,90.421,90.421,Scan 123,#N/A,Erin,,,,
Mesic.Control.cinquefoil.16,Mesic,2,Control,cinquefoil,Ranunculus californicus,16,forb,0.3,300,0.075,75,1,89.214,NA,89.214,89.214,Scan 123,#N/A,Erin,,,,
